<<<<<<< HEAD
Zooniverse ID,HD Number,WISE ID,SpType,Btmag,Bterr,Vtmag,Vterr,Bt-Vt,,Bmag,Berr,Vmag,Verr,Gmag,Gmagerr,Jmag,Jmagerr,w4xs,w4xs_err,Notes,,W1mag,W1err,W1cormag,dW1cor/dW1mag,W1corerr,W4mag,W4err,W4new,W4new_err,W4use,W4use_err,,,,,,,,,,,
AWI0005f32,120178,J134909.18-541342.3,F5V,9.4,0.02,8.89,0.01,0.51,0.02236068,9.31,0.02,8.84,0.01,8.744,0.001,7.938,0.024,0.603,0.075,,,7.561,0.025,7.562,1.0048194,0.025,6.959,0.071,,,6.959,0.071,,AWI0005f32,J134909.18-541342.3,7.938,,,,,,,
AWI0005wku,,J053628.55+000445.6,,12.92,0.24,12.39,0.18,0.53,0.3,12.82,0.31,12.33,0.18,11.786,0.003,10.762,0.024,4.877,0.036,,,9.286,0.023,9.286,1,0.023,4.409,0.028,,,4.409,0.028,,AWI0005wku,J053628.55+000445.6,10.762,,,,,,,
AWI00062mq,,J011743.47-523330.8,F3Ve,11.28,0.06,10.75,0.05,0.53,0.078102497,11.18,0.08,10.69,0.05,10.746,0.001,10.01,0.024,6.243,0.030,,,8.687,0.022,8.687,1,0.022,2.444,0.02,,,2.444,0.02,,AWI00062mq,J011743.47-523330.8,10.01,,,,,,,
AWI0005zyr,24041,J035007.87+095528.1,,8.72,0.02,8.19,0.01,0.53,0.02236068,8.62,0.02,8.13,0.01,8.079,0.003,7.114,0.018,1.276,0.053,,,6.754,0.036,6.750,1.0085316,0.036,5.474,0.039,,,5.474,0.039,,AWI0005zyr,24041,J035007.87+095528.1,7.114,0.018,,,,,
AWI00001l8,      ,J173254.69+404312.3,,11.94,0.12,11.38,0.1,0.56,0.156204994,11.84,0.17,11.32,0.1,11.497,0.001,10.541,0.020,2.922,0.112,,,10.202,0.024,10.202,1,0.024,7.28,0.109,,,7.28,0.109,,AWI00001l8,      ,J173254.69+404312.3,10.541,0.020,,,,,
AWI0005web,290380,J052331.01-010423.6,,10.97,0.06,10.41,0.05,0.56,0.078102497,10.86,0.09,10.35,0.05,10.241,0.002,9.147,0.021,5.121,0.042,,,6.941,0.035,6.938,1.0076714,0.035,1.817,0.022,,,1.817,0.022,,AWI0005web,290380,J052331.01-010423.6,9.147,0.021,,,,,
AWI0005b4j,146647,J161808.54-224218.7,F3IV/V,10.36,0.04,9.79,0.03,0.57,0.05,10.25,0.05,9.73,0.03,9.57,0.00049,8.529,0.024,1.403,0.082,,,8.036,0.023,8.036,1,0.023,6.633,0.079,,,6.633,0.079,,AWI0005b4j,J161808.54-224218.7,8.529,,,,,,,
AWI000047d,      ,J164837.40+351209.3,,11.71,0.07,11.13,0.07,0.58,0.098994949,11.6,0.11,11.07,0.07,9.984,0.024,9.984,0.024,3.940,0.033,,,8.592,0.023,8.592,1,0.023,4.652,0.024,,,4.652,0.024,,AWI000047d,      ,J164837.40+351209.3,9.984,0.024,,8.153,,,
AWI0005gnp,150972,J164540.79-310226.6,G0/2V,10.27,0.04,9.67,0.04,0.6,0.056568542,10.15,0.06,9.61,0.04,9.478,0.002,8.572,0.023,2.110,0.056,,,8.182,0.024,8.182,1,0.024,6.072,0.051,,,6.072,0.051,,AWI0005gnp,J164540.79-310226.6,8.572,,,,,,,
AWI0005wbq,285893,J043630.82+184215.2,,10.62,0.05,10.01,0.04,0.61,0.064031242,10.5,0.07,9.95,0.04,9.855,0.003,8.764,0.019,5.721,0.037,,,7.153,0.031,7.152,1.0066962,0.031,1.431,0.019,,,1.431,0.019,,AWI0005wbq,285893,J043630.82+184215.2,8.764,0.019,,,,,
AWI0005yrn,,J053844.06-111411.1,,12.12,0.15,11.46,0.1,0.66,0.180277564,11.99,0.18,11.39,0.1,,,10.008,0.023,5.030,0.030,,,8.83,0.023,8.830,1,0.023,3.8,0.02,,,3.8,0.02,,AWI0005yrn,J053844.06-111411.1,10.008,,,,,,,
AWI0005yrp,,J054011.76-094211.1,A7V,12.08,0.16,11.42,0.11,0.66,0.194164878,11.96,0.2,11.35,0.11,11.766,0.029,10.017,0.024,5.216,0.033,,,7.348,0.028,7.348,1.0057992,0.028,2.132,0.017,,,2.132,0.017,,AWI0005yrp,J054011.76-094211.1,10.017,,,,,,,
AWI0001ps3,      ,J205207.92+484956.9,,10.53,0.04,9.85,0.03,0.68,0.05,10.39,0.05,9.78,0.03,9.556,0.001,8.278,0.063,0.938,0.071,,,7.786,0.023,7.788,1.0037844,0.023,6.85,0.067,,,6.85,0.067,,AWI0001ps3,      ,J205207.92+484956.9,8.278,0.063,,,,,
AWI00055vo,      ,J031738.10+731810.2,,10.93,0.04,10.25,0.03,0.68,0.05,10.8,0.05,10.18,0.03,9.943,0.002,8.753,0.020,1.627,0.087,,,8.355,0.023,8.355,1,0.023,6.728,0.084,,,6.728,0.084,,AWI00055vo,      ,J031738.10+731810.2,8.753,0.020,,,,,
AWI0005cyr,129730,J144458.63-280251.9,G3V,9.18,0.02,8.5,0.01,0.68,0.02236068,9.04,0.02,8.43,0.01,,,7.139,0.020,0.450,0.064,,,6.659,0.039,6.654,1.0089686,0.039,6.204,0.051,,,6.204,0.051,,AWI0005cyr,J144458.63-280251.9,7.139,,,,,,,
AWI0005wd8,      ,J051143.75+122012.5,,10.32,0.04,9.62,0.03,0.7,0.05,10.18,0.05,9.55,0.03,9.324,0.011,8.171,0.021,1.252,0.083,,,7.773,0.024,7.775,1.0038442,0.024,6.523,0.079,,,6.523,0.079,,AWI0005wd8,      ,J051143.75+122012.5,8.171,0.021,,,,,
AWI0005ypj,      ,J052437.25-084201.9,,10.55,0.04,9.81,0.03,0.74,0.05,10.4,0.05,9.73,0.03,9.601,0.003,8.403,0.020,6.766,0.029,,,7.862,0.024,7.864,1.0034348,0.024,1.098,0.017,,,1.098,0.017,,AWI0005ypj,      ,J052437.25-084201.9,8.403,0.020,,,,,
AWI0002d1k,      ,J235734.08+662553.7,,10.95,0.05,10.17,0.04,0.78,0.064031242,10.79,0.07,10.09,0.04,,,8.638,0.027,1.507,0.064,,,8.149,0.024,8.149,1,0.024,6.642,0.059,,,6.642,0.059,,AWI0002d1k,      ,J235734.08+662553.7,8.638,0.027,,,,,
AWI0005bew,,J170737.21-062607.2,,11.06,0.07,10.23,0.04,0.83,0.080622577,10.89,0.08,10.14,0.04,9.729,0.001,8.208,0.026,1.575,0.053,,,7.542,0.025,7.543,1.0049068,0.025,5.968,0.047,,,5.968,0.047,,AWI0005bew,J170737.21-062607.2,8.208,,,,,,,
AWI0002dmo,,J113505.30-554840.3,,11.64,0.09,10.71,0.06,0.93,0.108166538,11.44,0.11,10.62,0.06,10.303,0.004,8.626,0.020,5.075,0.032,,,7.299,0.028,7.299,1.0060246,0.028,2.224,0.015,,,2.224,0.015,,AWI0002dmo,J113505.30-554840.3,8.626,,,,,,,
AWI0000qxd,      ,J152527.16+284914.6,,12.08,0.14,11.12,0.07,0.96,0.156524758,11.86,0.14,11.03,0.07,10.75,0.001,9.344,0.018,1.016,0.094,,,8.586,0.023,8.586,1,0.023,7.57,0.091,,,7.57,0.091,,AWI0000qxd,      ,J152527.16+284914.6,9.344,0.018,,,,,
AWI0000tpu,      ,J153716.27+331834.4,,12.83,0.27,11.81,0.14,1.02,0.304138127,12.61,0.28,11.71,0.14,11.487,0.003,9.999,0.021,1.654,0.104,,,9.246,0.023,9.246,1,0.023,7.592,0.101,,,7.592,0.101,,AWI0000tpu,      ,J153716.27+331834.4,9.999,0.021,,,,,
AWI0000wqx,      ,J132217.71+623337.9,,12.3,0.19,11.24,0.08,1.06,0.206155281,12.05,0.18,11.14,0.08,10.753,0.001,9.393,0.021,3.588,0.035,,,8.67,0.023,8.670,1,0.023,5.082,0.026,,,5.082,0.026,,AWI0000wqx,      ,J132217.71+623337.9,9.393,0.021,,,,,
AWI0000jcg,,J230112.67-585821.9,,13.07,0.2,12.01,0.11,1.06,0.228254244,12.83,0.21,11.91,0.11,11.94,0.041,10.126,0.023,3.048,0.072,,,9.571,0.024,9.571,1,0.024,6.523,0.068,,,6.523,0.068,,AWI0000jcg,J230112.67-585821.9,10.126,,,,,,,
AWI0005bwq,      ,J192437.52+563454.9,,11.03,0.06,9.88,0.03,1.15,0.067082039,10.77,0.06,9.77,0.03,9.46,0.001,7.900,0.024,0.543,0.063,,,7.096,0.033,7.094,1.0069584,0.033,6.551,0.053,,,6.551,0.053,,AWI0005bwq,      ,J192437.52+563454.9,7.900,0.024,,,,,
AWI0006235,,J214241.32-013159.7,K0,11.15,0.08,9.98,0.04,1.17,0.089442719,10.88,0.08,9.87,0.04,9.615,0.002,8.077,0.021,0.911,0.070,,,7.296,0.029,7.296,1.0060384,0.029,6.385,0.064,,,6.385,0.064,,AWI0006235,J214241.32-013159.7,8.077,,,,,,,
AWI00062m4,      ,J004826.42+020753.0,,11.48,0.09,10.26,0.04,1.22,0.098488578,11.2,0.09,10.14,0.04,9.952,0.001,8.490,0.026,2.295,0.049,,,7.685,0.024,7.687,1.004249,0.024,5.392,0.043,,,5.392,0.043,,AWI00062m4,      ,J004826.42+020753.0,8.490,0.026,,,,,
AWI0006228,      ,J211412.49-015843.1,,11.56,0.15,10.31,0.06,1.25,0.161554944,11.27,0.13,10.19,0.06,9.792,0.042,7.820,0.019,0.943,0.053,,,6.529,0.04,6.523,1.0095666,0.040,5.58,0.035,,,5.58,0.035,,AWI0006228,      ,J211412.49-015843.1,7.820,0.019,,,,,
AWI00000om,      ,J173129.67+601156.1,,12.5,0.24,11.18,0.08,1.32,0.252982213,12.19,0.22,11.05,0.08,10.712,0.001,8.890,0.023,1.125,0.064,,,7.941,0.024,7.944,1.0030714,0.024,6.819,0.059,,,6.819,0.059,,AWI00000om,      ,J173129.67+601156.1,8.890,0.023,,-0.1359,,,
AWI0002ao1,      ,J182614.45-013250.8,,12.24,0.26,10.82,0.08,1.42,0.27202941,,,10.023,0.002,,,7.800,0.032,0.454,0.065,,,6.76,0.03,6.756,1.008504,0.030,6.302,0.057,,,6.302,0.057,,AWI0002ao1,      ,J182614.45-013250.8,7.800,0.032,,,,,
AWI0000us7,      ,J142409.74+581826.3,,13.56,0.38,12.02,0.16,1.54,0.412310563,13.22,0.54,11.92,0.43,11.192,0.022,8.835,0.026,1.240,0.058,,,7.699,0.025,7.701,1.0041846,0.025,6.461,0.052,,,6.461,0.052,,AWI0000us7,      ,J142409.74+581826.3,8.835,0.026,,,,,
AWI0000vag,      ,J145820.26+150229.3,,12.8,0.49,10.51,0.08,2.29,0.496487663,13.96,4.44,12.3,4.43,,,7.433,0.020,0.543,0.062,,,6.187,0.048,6.177,1.0111398,0.049,5.634,0.038,,,5.634,0.038,,AWI0000vag,      ,J145820.26+150229.3,7.433,0.020,,,,,
>>>>>>> 84b94379dfd3f23069466d80e411ae737d31f80a
